#miRNA	read_count	precursor	total	seq	seq(norm)
mmu-miR-7683-3p	0.00	mmu-mir-7683	0.00	0	0
mmu-miR-7684-5p	0.00	mmu-mir-7684	0.00	0	0
mmu-miR-7684-3p	0.00	mmu-mir-7684	0.00	0	0
mmu-miR-7685-5p	0.00	mmu-mir-7685	0.00	0	0
mmu-miR-7685-3p	0.00	mmu-mir-7685	0.00	0	0
mmu-miR-7686-5p	0.00	mmu-mir-7686	0.00	0	0
mmu-miR-7686-3p	0.00	mmu-mir-7686	0.00	0	0
mmu-miR-7687-5p	0.00	mmu-mir-7687	0.00	0	0
mmu-miR-7687-3p	0.00	mmu-mir-7687	0.00	0	0
mmu-miR-7688-5p	0.00	mmu-mir-7688	0.00	0	0
mmu-miR-7688-3p	0.00	mmu-mir-7688	0.00	0	0
mmu-miR-7689-5p	0.00	mmu-mir-7689	0.00	0	0
mmu-miR-7689-3p	0.00	mmu-mir-7689	0.00	0	0
mmu-miR-770-5p	0.00	mmu-mir-770	0.00	0	0
mmu-miR-770-3p	0.00	mmu-mir-770	0.00	0	0
mmu-miR-7a-5p	0.00	mmu-mir-7a-1	0.00	0	0
mmu-miR-7a-1-3p	0.00	mmu-mir-7a-1	0.00	0	0
mmu-miR-7a-5p	0.00	mmu-mir-7a-2	0.00	0	0
mmu-miR-7a-2-3p	0.00	mmu-mir-7a-2	0.00	0	0
mmu-miR-7b-5p	0.00	mmu-mir-7b	0.00	0	0
mmu-miR-7b-3p	0.00	mmu-mir-7b	0.00	0	0
mmu-miR-802-5p	0.00	mmu-mir-802	0.00	0	0
mmu-miR-802-3p	0.00	mmu-mir-802	0.00	0	0
mmu-miR-804	0.00	mmu-mir-804	0.00	0	0
mmu-miR-8090	0.00	mmu-mir-8090	0.00	0	0
mmu-miR-8091	0.00	mmu-mir-8091	0.00	0	0
mmu-miR-8092	0.00	mmu-mir-8092	0.00	0	0
mmu-miR-8093	0.00	mmu-mir-8093	0.00	0	0
mmu-miR-8094	0.00	mmu-mir-8094	0.00	0	0
mmu-miR-8095	0.00	mmu-mir-8095	0.00	0	0
mmu-miR-8096	0.00	mmu-mir-8096	0.00	0	0
mmu-miR-8097	0.00	mmu-mir-8097	0.00	0	0
mmu-miR-8098	0.00	mmu-mir-8098	0.00	0	0
mmu-miR-8099	0.00	mmu-mir-8099-1	0.00	0	0
mmu-miR-8099	0.00	mmu-mir-8099-2	0.00	0	0
mmu-miR-8100	0.00	mmu-mir-8100	0.00	0	0
mmu-miR-8101	0.00	mmu-mir-8101	0.00	0	0
mmu-miR-8102	0.00	mmu-mir-8102	0.00	0	0
mmu-miR-8103	0.00	mmu-mir-8103	0.00	0	0
mmu-miR-8104	0.00	mmu-mir-8104	0.00	0	0
mmu-miR-8105	0.00	mmu-mir-8105	0.00	0	0
mmu-miR-8106	0.00	mmu-mir-8106	0.00	0	0
mmu-miR-8107	0.00	mmu-mir-8107	0.00	0	0
mmu-miR-8108	0.00	mmu-mir-8108	0.00	0	0
mmu-miR-8109	0.00	mmu-mir-8109	0.00	0	0
mmu-miR-8110	0.00	mmu-mir-8110	0.00	0	0
mmu-miR-8111	0.00	mmu-mir-8111	0.00	0	0
mmu-miR-8112	0.00	mmu-mir-8112	0.00	0	0
mmu-miR-8113	0.00	mmu-mir-8113	0.00	0	0
mmu-miR-8114	0.00	mmu-mir-8114	0.00	0	0
mmu-miR-8115	0.00	mmu-mir-8115	0.00	0	0
mmu-miR-8116	0.00	mmu-mir-8116	0.00	0	0
mmu-miR-8117	0.00	mmu-mir-8117	0.00	0	0
mmu-miR-8118	0.00	mmu-mir-8118	0.00	0	0
mmu-miR-8119	0.00	mmu-mir-8119	0.00	0	0
mmu-miR-8120	0.00	mmu-mir-8120	0.00	0	0
mmu-miR-871-5p	0.00	mmu-mir-871	0.00	0	0
mmu-miR-871-3p	0.00	mmu-mir-871	0.00	0	0
mmu-miR-872-5p	0.00	mmu-mir-872	0.00	0	0
mmu-miR-872-3p	0.00	mmu-mir-872	0.00	0	0
mmu-miR-873a-5p	0.00	mmu-mir-873a	0.00	0	0
mmu-miR-873a-3p	0.00	mmu-mir-873a	0.00	0	0
mmu-miR-873b	0.00	mmu-mir-873b	0.00	0	0
mmu-miR-874-5p	0.00	mmu-mir-874	0.00	0	0
mmu-miR-874-3p	0.00	mmu-mir-874	0.00	0	0
mmu-miR-875-5p	0.00	mmu-mir-875	0.00	0	0
mmu-miR-875-3p	0.00	mmu-mir-875	0.00	0	0
mmu-miR-876-5p	0.00	mmu-mir-876	0.00	0	0
mmu-miR-876-3p	0.00	mmu-mir-876	0.00	0	0
mmu-miR-877-5p	0.00	mmu-mir-877	0.00	0	0
mmu-miR-877-3p	0.00	mmu-mir-877	0.00	0	0
mmu-miR-878-5p	0.00	mmu-mir-878	0.00	0	0
mmu-miR-878-3p	0.00	mmu-mir-878	0.00	0	0
mmu-miR-879-5p	0.00	mmu-mir-879	0.00	0	0
mmu-miR-879-3p	0.00	mmu-mir-879	0.00	0	0
mmu-miR-880-5p	0.00	mmu-mir-880	0.00	0	0
mmu-miR-880-3p	0.00	mmu-mir-880	0.00	0	0
mmu-miR-881-5p	0.00	mmu-mir-881	0.00	0	0
mmu-miR-881-3p	0.00	mmu-mir-881	0.00	0	0
mmu-miR-882	0.00	mmu-mir-882	0.00	0	0
mmu-miR-883a-5p	0.00	mmu-mir-883a	0.00	0	0
mmu-miR-883a-3p	0.00	mmu-mir-883a	0.00	0	0
mmu-miR-883b-5p	0.00	mmu-mir-883b	0.00	0	0
mmu-miR-883b-3p	0.00	mmu-mir-883b	0.00	0	0
mmu-miR-9-5p	0.00	mmu-mir-9-1	0.00	0	0
mmu-miR-9-3p	0.00	mmu-mir-9-1	0.00	0	0
mmu-miR-9-5p	0.00	mmu-mir-9-2	0.00	0	0
mmu-miR-9-3p	0.00	mmu-mir-9-2	0.00	0	0
mmu-miR-9-5p	0.00	mmu-mir-9-3	0.00	0	0
mmu-miR-9-3p	0.00	mmu-mir-9-3	0.00	0	0
mmu-miR-92a-3p	2.00	mmu-mir-92a-1	2.00	2.00	615.01
mmu-miR-92a-1-5p	0.00	mmu-mir-92a-1	0.00	0	0
mmu-miR-92a-2-5p	0.00	mmu-mir-92a-2	0.00	0	0
mmu-miR-92a-3p	1.00	mmu-mir-92a-2	1.00	1.00	307.50
mmu-miR-92b-5p	0.00	mmu-mir-92b	0.00	0	0
mmu-miR-92b-3p	0.00	mmu-mir-92b	0.00	0	0
mmu-miR-93-5p	0.00	mmu-mir-93	0.00	0	0
mmu-miR-93-3p	0.00	mmu-mir-93	0.00	0	0
mmu-miR-935	0.00	mmu-mir-935	0.00	0	0
mmu-miR-96-5p	0.00	mmu-mir-96	0.00	0	0
mmu-miR-96-3p	0.00	mmu-mir-96	0.00	0	0
mmu-miR-9718	0.00	mmu-mir-9718	0.00	0	0
mmu-miR-9768-5p	0.00	mmu-mir-9768	0.00	0	0
mmu-miR-9768-3p	0.00	mmu-mir-9768	0.00	0	0
mmu-miR-9769-5p	0.00	mmu-mir-9769	0.00	0	0
mmu-miR-9769-3p	0.00	mmu-mir-9769	0.00	0	0
mmu-miR-98-5p	1.00	mmu-mir-98	1.00	1.00	307.50
mmu-miR-98-3p	0.00	mmu-mir-98	0.00	0	0
mmu-miR-99a-5p	5.00	mmu-mir-99a	5.00	5.00	1537.52
mmu-miR-99a-3p	0.00	mmu-mir-99a	0.00	0	0
mmu-miR-99b-5p	6.00	mmu-mir-99b	6.00	6.00	1845.02
mmu-miR-99b-3p	0.00	mmu-mir-99b	0.00	0	0
mmu-miR-9b-5p	0.00	mmu-mir-9b-1	0.00	0	0
mmu-miR-9b-3p	0.00	mmu-mir-9b-1	0.00	0	0
mmu-miR-9b-5p	0.00	mmu-mir-9b-2	0.00	0	0
mmu-miR-9b-3p	0.00	mmu-mir-9b-2	0.00	0	0
mmu-miR-9b-5p	0.00	mmu-mir-9b-3	0.00	0	0
mmu-miR-9b-3p	0.00	mmu-mir-9b-3	0.00	0	0
